"측정지점명","지점번호","지점구분","측정년","측정월","측정회차","수온","ph","do","남조류세포수","경보발령"
"광진교","1018G05","1","2019","10","4회차     ","18.0","8.1","9.8","90","정상"
"잠실철교","1018G04","1","2019","10","4회차     ","18.2","8.3","9.9","60","정상"
"미사대교","1018G01","1","2019","10","5회차     ","16.1","7.9","9.4","16","정상"
"강동대교","1018G02","1","2019","10","5회차     ","16.2","7.9","9.9","84","정상"
"광진교","1018G05","1","2019","10","5회차     ","16.5","8.2","10.0","0","정상"
"잠실철교","1018G04","1","2019","10","5회차     ","16.8","8.5","10.6","24","정상"
"성산대교","1018G10","2","2019","10","4회차     ","","","","0","정상"
"마포대교","1018G09","2","2019","10","4회차     ","","","","0","정상"
"한강대교","1018G08","2","2019","10","4회차     ","","","","0","정상"
"한남대교","1018G07","2","2019","10","4회차     ","","","","0","정상"
"성수대교","1018G06","2","2019","10","4회차     ","","","","14","정상"
"성산대교","1018G10","2","2019","10","3회차     ","","","","32","정상"
"마포대교","1018G09","2","2019","10","3회차     ","","","","20","정상"
"한강대교","1018G08","2","2019","10","3회차     ","","","","82","정상"
"한남대교","1018G07","2","2019","10","3회차     ","","","","0","정상"
"성수대교","1018G06","2","2019","10","3회차     ","","","","145","정상"
"성산대교","1018G10","2","2019","10","2회차     ","","","","210","정상"
"마포대교","1018G09","2","2019","10","2회차     ","","","","379","정상"
"한강대교","1018G08","2","2019","10","2회차     ","","","","99","정상"
"한남대교","1018G07","2","2019","10","2회차     ","","","","233","정상"
"성수대교","1018G06","2","2019","10","2회차     ","","","","93","정상"
"성산대교","1018G10","2","2019","10","1회차     ","","","","1394","정상"
"마포대교","1018G09","2","2019","10","1회차     ","","","","886","정상"
"한강대교","1018G08","2","2019","10","1회차     ","","","","1056","정상"
"한남대교","1018G07","2","2019","10","1회차     ","","","","2049","정상"
"성수대교","1018G06","2","2019","10","1회차     ","","","","176","정상"
"마포대교","1018G09","2","2019","10","3회차     ","","","","20","정상"
"한강대교","1018G08","2","2019","10","2회차     ","","","","99","정상"
"마포대교","1018G09","2","2019","10","2회차     ","","","","379","정상"
"한강대교","1018G08","2","2019","10","3회차     ","","","","82","정상"
"성산대교","1018G10","2","2019","10","2회차     ","","","","210","정상"
"성수대교","1018G06","2","2019","10","3회차     ","","","","145","정상"
"한남대교","1018G07","2","2019","10","3회차     ","","","","0","정상"
"성산대교","1018G10","2","2019","10","5회차     ","","","","274","정상"
"성수대교","1018G06","2","2019","10","1회차     ","","","","176","정상"
"한남대교","1018G07","2","2019","10","1회차     ","","","","2049","정상"
"한강대교","1018G08","2","2019","10","1회차     ","","","","1056","정상"
"강동대교","1018G02","1","2019","10","1회차     ","21.3","8.0","9.1","428","정상"
"미사대교","1018G01","1","2019","10","1회차     ","20.9","8.0","9.0","511","정상"
"잠실철교","1018G04","1","2019","10","1회차     ","21.9","8.2","9.3","323","정상"
"광진교","1018G05","1","2019","10","1회차     ","21.4","8.1","8.8","258","정상"
"강동대교","1018G02","1","2019","10","1회차     ","21.3","8.0","9.1","428","정상"
"미사대교","1018G01","1","2019","10","1회차     ","20.9","8.0","9.0","511","정상"
"성산대교","1018G10","2","2019","10","5회차     ","","","","274","정상"
"마포대교","1018G09","2","2019","10","5회차     ","","","","43","정상"
"한강대교","1018G08","2","2019","10","5회차     ","","","","0","정상"
"한남대교","1018G07","2","2019","10","5회차     ","","","","0","정상"
"성수대교","1018G06","2","2019","10","5회차     ","","","","0","정상"
"성산대교","1018G10","2","2019","10","4회차     ","","","","0","정상"
"마포대교","1018G09","2","2019","10","4회차     ","","","","0","정상"
"한강대교","1018G08","2","2019","10","4회차     ","","","","0","정상"
"한남대교","1018G07","2","2019","10","4회차     ","","","","0","정상"
"성수대교","1018G06","2","2019","10","4회차     ","","","","14","정상"
"성산대교","1018G10","2","2019","10","3회차     ","","","","32","정상"
"성수대교","1018G06","2","2019","10","1회차     ","","","","176","정상"
"한남대교","1018G07","2","2019","10","1회차     ","","","","2049","정상"
"한강대교","1018G08","2","2019","10","1회차     ","","","","1056","정상"
"마포대교","1018G09","2","2019","10","1회차     ","","","","886","정상"
"성산대교","1018G10","2","2019","10","1회차     ","","","","1394","정상"
"성수대교","1018G06","2","2019","10","2회차     ","","","","93","정상"
"한남대교","1018G07","2","2019","10","2회차     ","","","","233","정상"
"한강대교","1018G08","2","2019","10","2회차     ","","","","99","정상"
"마포대교","1018G09","2","2019","10","2회차     ","","","","379","정상"
"성산대교","1018G10","2","2019","10","2회차     ","","","","210","정상"
"성수대교","1018G06","2","2019","10","3회차     ","","","","145","정상"
"한남대교","1018G07","2","2019","10","3회차     ","","","","0","정상"
"한강대교","1018G08","2","2019","10","3회차     ","","","","82","정상"
"마포대교","1018G09","2","2019","10","3회차     ","","","","20","정상"
"성산대교","1018G10","2","2019","10","3회차     ","","","","32","정상"
"성수대교","1018G06","2","2019","10","4회차     ","","","","14","정상"
"한남대교","1018G07","2","2019","10","4회차     ","","","","0","정상"
"한강대교","1018G08","2","2019","10","4회차     ","","","","0","정상"
"마포대교","1018G09","2","2019","10","4회차     ","","","","0","정상"
"성산대교","1018G10","2","2019","10","4회차     ","","","","0","정상"
"성수대교","1018G06","2","2019","10","5회차     ","","","","0","정상"
"한남대교","1018G07","2","2019","10","5회차     ","","","","0","정상"
"한강대교","1018G08","2","2019","10","5회차     ","","","","0","정상"
"마포대교","1018G09","2","2019","10","5회차     ","","","","43","정상"
"마포대교","1018G09","2","2019","10","1회차     ","","","","886","정상"
"성산대교","1018G10","2","2019","10","1회차     ","","","","1394","정상"
"성수대교","1018G06","2","2019","10","2회차     ","","","","93","정상"
"한남대교","1018G07","2","2019","10","2회차     ","","","","233","정상"
"광진교","1018G05","1","2019","10","4회차     ","18.0","8.1","9.8","90","정상"
"강동대교","1018G02","1","2019","10","4회차     ","18.0","8.1","9.2","0","정상"
"미사대교","1018G01","1","2019","10","4회차     ","17.8","7.9","9.2","0","정상"
"광진교","1018G05","1","2019","09","1회차     ","25.1","8.2","8.7","912","정상"
"성산대교","1018G10","2","2019","09","4회차     ","","","","249","정상"
"성산대교","1018G10","2","2019","09","4회차     ","","","","249","정상"
"마포대교","1018G09","2","2019","09","4회차     ","","","","793","정상"
"한강대교","1018G08","2","2019","09","4회차     ","","","","1171","정상"
"한남대교","1018G07","2","2019","09","4회차     ","","","","318","정상"
"성수대교","1018G06","2","2019","09","4회차     ","","","","78","정상"
"성산대교","1018G10","2","2019","09","3회차     ","","","","670","정상"
"마포대교","1018G09","2","2019","09","3회차     ","","","","1179","정상"
"한강대교","1018G08","2","2019","09","3회차     ","","","","117","정상"
"한남대교","1018G07","2","2019","09","3회차     ","","","","554","정상"
"성수대교","1018G06","2","2019","09","3회차     ","","","","498","정상"
"성산대교","1018G10","2","2019","09","2회차     ","","","","1498","정상"
"마포대교","1018G09","2","2019","09","2회차     ","","","","829","정상"
"한강대교","1018G08","2","2019","09","2회차     ","","","","4185","정상"
"한남대교","1018G07","2","2019","09","2회차     ","","","","1266","정상"
"성수대교","1018G06","2","2019","09","2회차     ","","","","341","정상"
"성산대교","1018G10","2","2019","09","1회차     ","","","","819","정상"
"마포대교","1018G09","2","2019","09","1회차     ","","","","361","정상"
"한강대교","1018G08","2","2019","09","1회차     ","","","","472","정상"
"한남대교","1018G07","2","2019","09","1회차     ","","","","264","정상"
"성수대교","1018G06","2","2019","09","1회차     ","","","","476","정상"
"잠실철교","1018G04","1","2019","09","4회차     ","21.5","7.4","8.6","405","정상"
"광진교","1018G05","1","2019","09","4회차     ","21.5","7.5","8.7","421","정상"
"강동대교","1018G02","1","2019","09","4회차     ","21.5","7.5","8.5","194","정상"
"미사대교","1018G01","1","2019","09","4회차     ","21.7","7.4","8.5","387","정상"
"잠실철교","1018G04","1","2019","09","3회차     ","23.1","7.4","7.6","462","정상"
"광진교","1018G05","1","2019","09","3회차     ","23.0","7.5","7.4","67","정상"
"강동대교","1018G02","1","2019","09","3회차     ","22.9","7.5","7.4","155","정상"
"미사대교","1018G01","1","2019","09","3회차     ","23.2","7.4","7.4","26","정상"
"잠실철교","1018G04","1","2019","09","2회차     ","23.7","7.7","8.1","124","정상"
"광진교","1018G05","1","2019","09","2회차     ","23.9","7.7","8.2","50","정상"
"강동대교","1018G02","1","2019","09","2회차     ","23.6","7.6","7.7","214","정상"
"미사대교","1018G01","1","2019","09","2회차     ","23.4","7.4","7.5","80","정상"
"잠실철교","1018G04","1","2019","09","1회차     ","25.2","8.2","9.1","896","정상"
"광진교","1018G05","1","2019","09","1회차     ","25.1","8.2","8.7","912","정상"
"강동대교","1018G02","1","2019","09","1회차     ","25.2","7.6","8.2","208","정상"
"미사대교","1018G01","1","2019","09","1회차     ","25.0","7.6","8.2","737","정상"
"성산대교","1018G10","2","2019","09","4회차     ","","","","249","정상"
"성산대교","1018G10","2","2019","09","4회차     ","","","","249","정상"
"마포대교","1018G09","2","2019","09","4회차     ","","","","793","정상"
"한강대교","1018G08","2","2019","09","4회차     ","","","","1171","정상"
"한남대교","1018G07","2","2019","09","4회차     ","","","","318","정상"
"성수대교","1018G06","2","2019","09","4회차     ","","","","78","정상"
"성산대교","1018G10","2","2019","09","3회차     ","","","","670","정상"
"마포대교","1018G09","2","2019","09","3회차     ","","","","1179","정상"
"한강대교","1018G08","2","2019","09","3회차     ","","","","117","정상"
"한남대교","1018G07","2","2019","09","3회차     ","","","","554","정상"
"성수대교","1018G06","2","2019","09","3회차     ","","","","498","정상"
"성산대교","1018G10","2","2019","09","2회차     ","","","","1498","정상"
"마포대교","1018G09","2","2019","09","2회차     ","","","","829","정상"
"한강대교","1018G08","2","2019","09","2회차     ","","","","4185","정상"
"한남대교","1018G07","2","2019","09","2회차     ","","","","1266","정상"
"성수대교","1018G06","2","2019","09","2회차     ","","","","341","정상"
"성산대교","1018G10","2","2019","09","1회차     ","","","","819","정상"
"마포대교","1018G09","2","2019","09","1회차     ","","","","361","정상"
"한강대교","1018G08","2","2019","09","1회차     ","","","","472","정상"
"한남대교","1018G07","2","2019","09","1회차     ","","","","264","정상"
"성수대교","1018G06","2","2019","09","1회차     ","","","","476","정상"
"잠실철교","1018G04","1","2019","09","4회차     ","21.5","7.4","8.6","405","정상"
"광진교","1018G05","1","2019","09","4회차     ","21.5","7.5","8.7","421","정상"
"강동대교","1018G02","1","2019","09","4회차     ","21.5","7.5","8.5","194","정상"
"미사대교","1018G01","1","2019","09","4회차     ","21.7","7.4","8.5","387","정상"
"잠실철교","1018G04","1","2019","09","3회차     ","23.1","7.4","7.6","462","정상"
"광진교","1018G05","1","2019","09","3회차     ","23.0","7.5","7.4","67","정상"
"강동대교","1018G02","1","2019","09","3회차     ","22.9","7.5","7.4","155","정상"
"미사대교","1018G01","1","2019","09","3회차     ","23.2","7.4","7.4","26","정상"
"잠실철교","1018G04","1","2019","09","2회차     ","23.7","7.7","8.1","124","정상"
"광진교","1018G05","1","2019","09","2회차     ","23.9","7.7","8.2","50","정상"
"강동대교","1018G02","1","2019","09","2회차     ","23.6","7.6","7.7","214","정상"
"미사대교","1018G01","1","2019","09","2회차     ","23.4","7.4","7.5","80","정상"
"잠실철교","1018G04","1","2019","09","1회차     ","25.2","8.2","9.1","896","정상"
"광진교","1018G05","1","2019","09","1회차     ","25.1","8.2","8.7","912","정상"
"강동대교","1018G02","1","2019","09","1회차     ","25.2","7.6","8.2","208","정상"
"미사대교","1018G01","1","2019","09","1회차     ","25.0","7.6","8.2","737","정상"
"잠실철교","1018G04","1","2019","09","4회차     ","21.5","7.4","8.6","405","정상"
"광진교","1018G05","1","2019","09","4회차     ","21.5","7.5","8.7","421","정상"
"강동대교","1018G02","1","2019","09","4회차     ","21.5","7.5","8.5","194","정상"
"미사대교","1018G01","1","2019","09","4회차     ","21.7","7.4","8.5","387","정상"
"잠실철교","1018G04","1","2019","09","3회차     ","23.1","7.4","7.6","462","정상"
"광진교","1018G05","1","2019","09","3회차     ","23.0","7.5","7.4","67","정상"
"강동대교","1018G02","1","2019","09","3회차     ","22.9","7.5","7.4","155","정상"
"미사대교","1018G01","1","2019","09","3회차     ","23.2","7.4","7.4","26","정상"
"잠실철교","1018G04","1","2019","09","2회차     ","23.7","7.7","8.1","124","정상"
"광진교","1018G05","1","2019","09","2회차     ","23.9","7.7","8.2","50","정상"
"강동대교","1018G02","1","2019","09","2회차     ","23.6","7.6","7.7","214","정상"
"미사대교","1018G01","1","2019","09","2회차     ","23.4","7.4","7.5","80","정상"
"잠실철교","1018G04","1","2019","09","1회차     ","25.2","8.2","9.1","896","정상"
"광진교","1018G05","1","2019","09","1회차     ","25.1","8.2","8.7","912","정상"
"강동대교","1018G02","1","2019","09","1회차     ","25.2","7.6","8.2","208","정상"
"미사대교","1018G01","1","2019","09","1회차     ","25.0","7.6","8.2","737","정상"
"잠실철교","1018G04","1","2019","09","1회차     ","25.2","8.2","9.1","896","정상"
"광진교","1018G05","1","2019","09","1회차     ","25.1","8.2","8.7","912","정상"
"강동대교","1018G02","1","2019","09","1회차     ","25.2","7.6","8.2","208","정상"
"미사대교","1018G01","1","2019","09","1회차     ","25.0","7.6","8.2","737","정상"
"성산대교","1018G10","2","2019","09","4회차     ","","","","249","정상"
"마포대교","1018G09","2","2019","09","4회차     ","","","","793","정상"
"한강대교","1018G08","2","2019","09","4회차     ","","","","1171","정상"
"한남대교","1018G07","2","2019","09","4회차     ","","","","318","정상"
"성수대교","1018G06","2","2019","09","4회차     ","","","","78","정상"
"성산대교","1018G10","2","2019","09","3회차     ","","","","670","정상"
"마포대교","1018G09","2","2019","09","3회차     ","","","","1179","정상"
"한강대교","1018G08","2","2019","09","3회차     ","","","","117","정상"
"한남대교","1018G07","2","2019","09","3회차     ","","","","554","정상"
"성수대교","1018G06","2","2019","09","3회차     ","","","","498","정상"
"성산대교","1018G10","2","2019","09","2회차     ","","","","1498","정상"
"마포대교","1018G09","2","2019","09","2회차     ","","","","829","정상"
"한강대교","1018G08","2","2019","09","2회차     ","","","","4185","정상"
"한남대교","1018G07","2","2019","09","2회차     ","","","","1266","정상"
"성수대교","1018G06","2","2019","09","2회차     ","","","","341","정상"
"성산대교","1018G10","2","2019","09","1회차     ","","","","819","정상"
"마포대교","1018G09","2","2019","09","1회차     ","","","","361","정상"
"한강대교","1018G08","2","2019","09","1회차     ","","","","472","정상"
"한남대교","1018G07","2","2019","09","1회차     ","","","","264","정상"
"성수대교","1018G06","2","2019","09","1회차     ","","","","476","정상"
"잠실철교","1018G04","1","2019","09","4회차     ","21.5","7.4","8.6","405","정상"
"광진교","1018G05","1","2019","09","4회차     ","21.5","7.5","8.7","421","정상"
"강동대교","1018G02","1","2019","09","4회차     ","21.5","7.5","8.5","194","정상"
"미사대교","1018G01","1","2019","09","4회차     ","21.7","7.4","8.5","387","정상"
"잠실철교","1018G04","1","2019","09","3회차     ","23.1","7.4","7.6","462","정상"
"광진교","1018G05","1","2019","09","3회차     ","23.0","7.5","7.4","67","정상"
"강동대교","1018G02","1","2019","09","3회차     ","22.9","7.5","7.4","155","정상"
"미사대교","1018G01","1","2019","09","3회차     ","23.2","7.4","7.4","26","정상"
"잠실철교","1018G04","1","2019","09","2회차     ","23.7","7.7","8.1","124","정상"
"광진교","1018G05","1","2019","09","2회차     ","23.9","7.7","8.2","50","정상"
"강동대교","1018G02","1","2019","09","2회차     ","23.6","7.6","7.7","214","정상"
"미사대교","1018G01","1","2019","09","2회차     ","23.4","7.4","7.5","80","정상"
"잠실철교","1018G04","1","2019","09","1회차     ","25.2","8.2","9.1","896","정상"
"강동대교","1018G02","1","2019","09","1회차     ","25.2","7.6","8.2","208","정상"
"미사대교","1018G01","1","2019","09","1회차     ","25.0","7.6","8.2","737","정상"
"성산대교","1018G10","2","2019","09","1회차     ","","","","819","정상"
"마포대교","1018G09","2","2019","09","1회차     ","","","","361","정상"
"한강대교","1018G08","2","2019","09","1회차     ","","","","472","정상"
"한남대교","1018G07","2","2019","09","1회차     ","","","","264","정상"
"성수대교","1018G06","2","2019","09","1회차     ","","","","476","정상"
"성산대교","1018G10","2","2019","09","4회차     ","","","","249","정상"
"성산대교","1018G10","2","2019","09","4회차     ","","","","249","정상"
"마포대교","1018G09","2","2019","09","4회차     ","","","","793","정상"
"한강대교","1018G08","2","2019","09","4회차     ","","","","1171","정상"
"한남대교","1018G07","2","2019","09","4회차     ","","","","318","정상"
"성수대교","1018G06","2","2019","09","4회차     ","","","","78","정상"
"성산대교","1018G10","2","2019","09","3회차     ","","","","670","정상"
"마포대교","1018G09","2","2019","09","3회차     ","","","","1179","정상"
"한강대교","1018G08","2","2019","09","3회차     ","","","","117","정상"
"한남대교","1018G07","2","2019","09","3회차     ","","","","554","정상"
"성수대교","1018G06","2","2019","09","3회차     ","","","","498","정상"
"성산대교","1018G10","2","2019","09","2회차     ","","","","1498","정상"
"마포대교","1018G09","2","2019","09","2회차     ","","","","829","정상"
"한강대교","1018G08","2","2019","09","2회차     ","","","","4185","정상"
"한남대교","1018G07","2","2019","09","2회차     ","","","","1266","정상"
"성수대교","1018G06","2","2019","09","2회차     ","","","","341","정상"
"성산대교","1018G10","2","2019","09","1회차     ","","","","819","정상"
"마포대교","1018G09","2","2019","09","1회차     ","","","","361","정상"
"한강대교","1018G08","2","2019","09","1회차     ","","","","472","정상"
"한남대교","1018G07","2","2019","09","1회차     ","","","","264","정상"
"성수대교","1018G06","2","2019","09","1회차     ","","","","476","정상"
"성수대교","1018G06","2","2019","08","2회차     ","","","","0","정상"
"성산대교","1018G10","2","2019","08","1회차     ","","","","113","정상"
"마포대교","1018G09","2","2019","08","1회차     ","","","","68","정상"
"한강대교","1018G08","2","2019","08","1회차     ","","","","13","정상"
"한남대교","1018G07","2","2019","08","1회차     ","","","","0","정상"
"성수대교","1018G06","2","2019","08","1회차     ","","","","0","정상"
"한남대교","1018G07","2","2019","08","1회차     ","","","","0","정상"
"성수대교","1018G06","2","2019","08","1회차     ","","","","0","정상"
"마포대교","1018G09","2","2019","08","3회차     ","","","","453","정상"
"한강대교","1018G08","2","2019","08","3회차     ","","","","0","정상"
"한남대교","1018G07","2","2019","08","3회차     ","","","","0","정상"
"성수대교","1018G06","2","2019","08","3회차     ","","","","0","정상"
"성산대교","1018G10","2","2019","08","2회차     ","","","","0","정상"
"마포대교","1018G09","2","2019","08","2회차     ","","","","0","정상"
"한강대교","1018G08","2","2019","08","2회차     ","","","","173","정상"
"한남대교","1018G07","2","2019","08","2회차     ","","","","0","정상"
"성산대교","1018G10","2","2019","08","5회차     ","","","","1855","정상"
"마포대교","1018G09","2","2019","08","5회차     ","","","","880","정상"
"한강대교","1018G08","2","2019","08","5회차     ","","","","567","정상"
"한남대교","1018G07","2","2019","08","5회차     ","","","","308","정상"
"성수대교","1018G06","2","2019","08","5회차     ","","","","201","정상"
"성산대교","1018G10","2","2019","08","4회차     ","","","","2239","정상"
"마포대교","1018G09","2","2019","08","4회차     ","","","","121","정상"
"한강대교","1018G08","2","2019","08","4회차     ","","","","0","정상"
"한남대교","1018G07","2","2019","08","4회차     ","","","","38","정상"
"성수대교","1018G06","2","2019","08","4회차     ","","","","336","정상"
"성산대교","1018G10","2","2019","08","3회차     ","","","","627","정상"
"마포대교","1018G09","2","2019","08","3회차     ","","","","453","정상"
"한강대교","1018G08","2","2019","08","3회차     ","","","","0","정상"
"한남대교","1018G07","2","2019","08","3회차     ","","","","0","정상"
"성수대교","1018G06","2","2019","08","3회차     ","","","","0","정상"
"성산대교","1018G10","2","2019","08","2회차     ","","","","0","정상"
"마포대교","1018G09","2","2019","08","2회차     ","","","","0","정상"
"한강대교","1018G08","2","2019","08","2회차     ","","","","173","정상"
"한남대교","1018G07","2","2019","08","2회차     ","","","","0","정상"
"성수대교","1018G06","2","2019","08","2회차     ","","","","0","정상"
"성산대교","1018G10","2","2019","08","1회차     ","","","","113","정상"
"마포대교","1018G09","2","2019","08","1회차     ","","","","68","정상"
"한강대교","1018G08","2","2019","08","1회차     ","","","","13","정상"
"한남대교","1018G07","2","2019","08","1회차     ","","","","0","정상"
"성수대교","1018G06","2","2019","08","1회차     ","","","","0","정상"
"성수대교","1018G06","2","2019","08","2회차     ","","","","0","정상"
"성산대교","1018G10","2","2019","08","1회차     ","","","","113","정상"
"미사대교","1018G01","1","2019","08","2회차     ","24.6","7.5","7.1","0","정상"
"잠실철교","1018G04","1","2019","08","1회차     ","24.2","7.6","8.1","80","정상"
"광진교","1018G05","1","2019","08","1회차     ","24.0","7.3","8.8","69","정상"
"강동대교","1018G02","1","2019","08","1회차     ","23.5","7.5","9.7","6","정상"
"잠실철교","1018G04","1","2019","08","5회차     ","25.8","8.1","9.1","615","정상"
"강동대교","1018G02","1","2019","08","3회차     ","27.3","7.3","7.8","58","정상"
"미사대교","1018G01","1","2019","08","3회차     ","27.4","7.5","7.8","158","정상"
"잠실철교","1018G04","1","2019","08","2회차     ","24.9","7.8","7.5","0","정상"
"광진교","1018G05","1","2019","08","2회차     ","24.9","7.4","7.4","27","정상"
"강동대교","1018G02","1","2019","08","2회차     ","24.9","7.7","7.4","0","정상"
"미사대교","1018G01","1","2019","08","2회차     ","24.6","7.5","7.1","0","정상"
"잠실철교","1018G04","1","2019","08","1회차     ","24.2","7.6","8.1","80","정상"
"광진교","1018G05","1","2019","08","1회차     ","24.0","7.3","8.8","69","정상"
"강동대교","1018G02","1","2019","08","1회차     ","23.5","7.5","9.7","6","정상"
"미사대교","1018G01","1","2019","08","1회차     ","23.5","7.2","9.1","92","정상"
"광진교","1018G05","1","2019","08","5회차     ","25.6","8.0","9.2","531","정상"
"강동대교","1018G02","1","2019","08","5회차     ","25.1","7.9","9.2","814","정상"
"미사대교","1018G01","1","2019","08","5회차     ","25.1","7.4","8.6","818","정상"
"성수대교","1018G06","2","2019","08","4회차     ","","","","336","정상"
"잠실철교","1018G04","1","2019","08","4회차     ","25.7","7.7","9.2","263","정상"
"광진교","1018G05","1","2019","08","4회차     ","25.5","7.7","8.7","421","정상"
"강동대교","1018G02","1","2019","08","4회차     ","25.4","7.5","8.3","124","정상"
"미사대교","1018G01","1","2019","08","4회차     ","25.2","7.4","7.9","166","정상"
"잠실철교","1018G04","1","2019","08","3회차     ","26.9","7.4","7.5","248","정상"
"강동대교","1018G02","1","2019","08","4회차     ","25.4","7.5","8.3","124","정상"
"미사대교","1018G01","1","2019","08","4회차     ","25.2","7.4","7.9","166","정상"
"성산대교","1018G10","2","2019","08","4회차     ","","","","2239","정상"
"마포대교","1018G09","2","2019","08","4회차     ","","","","121","정상"
"한강대교","1018G08","2","2019","08","4회차     ","","","","0","정상"
"한남대교","1018G07","2","2019","08","4회차     ","","","","38","정상"
"성수대교","1018G06","2","2019","08","4회차     ","","","","336","정상"
"성산대교","1018G10","2","2019","08","3회차     ","","","","627","정상"
"마포대교","1018G09","2","2019","08","3회차     ","","","","453","정상"
"한강대교","1018G08","2","2019","08","3회차     ","","","","0","정상"
"한남대교","1018G07","2","2019","08","3회차     ","","","","0","정상"
"성수대교","1018G06","2","2019","08","3회차     ","","","","0","정상"
"성산대교","1018G10","2","2019","08","2회차     ","","","","0","정상"
"마포대교","1018G09","2","2019","08","2회차     ","","","","0","정상"
"한강대교","1018G08","2","2019","08","2회차     ","","","","173","정상"
"한남대교","1018G07","2","2019","08","2회차     ","","","","0","정상"
"성수대교","1018G06","2","2019","08","2회차     ","","","","0","정상"
"성산대교","1018G10","2","2019","08","1회차     ","","","","113","정상"
"마포대교","1018G09","2","2019","08","1회차     ","","","","68","정상"
"한강대교","1018G08","2","2019","08","1회차     ","","","","13","정상"
"한남대교","1018G07","2","2019","08","1회차     ","","","","0","정상"
"성수대교","1018G06","2","2019","08","1회차     ","","","","0","정상"
"광진교","1018G05","1","2019","08","3회차     ","26.8","7.3","7.7","50","정상"
"강동대교","1018G02","1","2019","08","3회차     ","27.3","7.3","7.8","58","정상"
"미사대교","1018G01","1","2019","08","3회차     ","27.4","7.5","7.8","158","정상"
"잠실철교","1018G04","1","2019","08","2회차     ","24.9","7.8","7.5","0","정상"
"광진교","1018G05","1","2019","08","2회차     ","24.9","7.4","7.4","27","정상"
"강동대교","1018G02","1","2019","08","2회차     ","24.9","7.7","7.4","0","정상"
"미사대교","1018G01","1","2019","08","2회차     ","24.6","7.5","7.1","0","정상"
"잠실철교","1018G04","1","2019","08","1회차     ","24.2","7.6","8.1","80","정상"
"광진교","1018G05","1","2019","08","1회차     ","24.0","7.3","8.8","69","정상"
"강동대교","1018G02","1","2019","08","1회차     ","23.5","7.5","9.7","6","정상"
"잠실철교","1018G04","1","2019","08","4회차     ","25.7","7.7","9.2","263","정상"
"광진교","1018G05","1","2019","08","4회차     ","25.5","7.7","8.7","421","정상"
"미사대교","1018G01","1","2019","08","1회차     ","23.5","7.2","9.1","92","정상"
"마포대교","1018G09","2","2019","08","1회차     ","","","","68","정상"
"한강대교","1018G08","2","2019","08","1회차     ","","","","13","정상"
"한남대교","1018G07","2","2019","08","1회차     ","","","","0","정상"
"한남대교","1018G07","2","2019","08","4회차     ","","","","38","정상"
"한강대교","1018G08","2","2019","08","4회차     ","","","","0","정상"
"마포대교","1018G09","2","2019","08","4회차     ","","","","121","정상"
"성산대교","1018G10","2","2019","08","4회차     ","","","","2239","정상"
"성수대교","1018G06","2","2019","08","1회차     ","","","","0","정상"
"한남대교","1018G07","2","2019","08","1회차     ","","","","0","정상"
"한강대교","1018G08","2","2019","08","1회차     ","","","","13","정상"
"마포대교","1018G09","2","2019","08","1회차     ","","","","68","정상"
"성산대교","1018G10","2","2019","08","1회차     ","","","","113","정상"
"성수대교","1018G06","2","2019","08","2회차     ","","","","0","정상"
"한남대교","1018G07","2","2019","08","2회차     ","","","","0","정상"
"한강대교","1018G08","2","2019","08","2회차     ","","","","173","정상"
"마포대교","1018G09","2","2019","08","2회차     ","","","","0","정상"
"성산대교","1018G10","2","2019","08","2회차     ","","","","0","정상"
"성수대교","1018G06","2","2019","08","3회차     ","","","","0","정상"
"강동대교","1018G02","1","2019","08","2회차     ","24.9","7.7","7.4","0","정상"
"미사대교","1018G01","1","2019","08","2회차     ","24.6","7.5","7.1","0","정상"
"잠실철교","1018G04","1","2019","08","1회차     ","24.2","7.6","8.1","80","정상"
"광진교","1018G05","1","2019","08","1회차     ","24.0","7.3","8.8","69","정상"
"강동대교","1018G02","1","2019","08","1회차     ","23.5","7.5","9.7","6","정상"
"미사대교","1018G01","1","2019","08","1회차     ","23.5","7.2","9.1","92","정상"
"성수대교","1018G06","2","2019","08","1회차     ","","","","0","정상"
"성산대교","1018G10","2","2019","08","5회차     ","","","","1855","정상"
"마포대교","1018G09","2","2019","08","5회차     ","","","","880","정상"
"한남대교","1018G07","2","2019","08","3회차     ","","","","0","정상"
"한강대교","1018G08","2","2019","08","3회차     ","","","","0","정상"
"한강대교","1018G08","2","2019","08","5회차     ","","","","567","정상"
"한남대교","1018G07","2","2019","08","5회차     ","","","","308","정상"
"미사대교","1018G01","1","2019","08","5회차     ","25.1","7.4","8.6","818","정상"
"잠실철교","1018G04","1","2019","08","2회차     ","24.9","7.8","7.5","0","정상"
"미사대교","1018G01","1","2019","08","3회차     ","27.4","7.5","7.8","158","정상"
"광진교","1018G05","1","2019","08","2회차     ","24.9","7.4","7.4","27","정상"
"잠실철교","1018G04","1","2019","08","4회차     ","25.7","7.7","9.2","263","정상"
"광진교","1018G05","1","2019","08","4회차     ","25.5","7.7","8.7","421","정상"
"강동대교","1018G02","1","2019","08","4회차     ","25.4","7.5","8.3","124","정상"
"마포대교","1018G09","2","2019","08","3회차     ","","","","453","정상"
"성산대교","1018G10","2","2019","08","3회차     ","","","","627","정상"
"성수대교","1018G06","2","2019","08","4회차     ","","","","336","정상"
