"측정지점명","지점번호","지점구분","측정년","측정월","측정회차","수온","ph","do","남조류세포수","경보발령"
"잠실철교","1018G04","1","2021","08","4회차     ","25.3","8.0","8.5","671","정상"
"성산대교","1018G10","2","2021","08","1회차     ","","","","200","정상"
"잠실철교","1018G04","1","2021","08","1회차     ","29.2","7.8","8.3","40","정상"
"마포대교","1018G09","2","2021","08","1회차     ","","","","126","정상"
"한강대교","1018G08","2","2021","08","1회차     ","","","","0","정상"
"마포대교","1018G09","2","2021","08","3회차     ","","","","380","정상"
"성수대교","1018G06","2","2021","08","1회차     ","","","","0","정상"
"한남대교","1018G07","2","2021","08","1회차     ","","","","635","정상"
"한남대교","1018G07","2","2021","08","2회차     ","","","","1125","정상"
"한강대교","1018G08","2","2021","08","2회차     ","","","","696","정상"
"마포대교","1018G09","2","2021","08","2회차     ","","","","1510","정상"
"성산대교","1018G10","2","2021","08","2회차     ","","","","5128","정상"
"성수대교","1018G06","2","2021","08","3회차     ","","","","4473","정상"
"성수대교","1018G06","2","2021","08","2회차     ","","","","80","정상"
"미사대교","1018G01","1","2021","08","1회차     ","28.5","7.8","7.9","201","정상"
"한남대교","1018G07","2","2021","08","3회차     ","","","","559","정상"
"한강대교","1018G08","2","2021","08","3회차     ","","","","86","정상"
"강동대교","1018G02","1","2021","08","1회차     ","28.3","7.8","7.8","261","정상"
"광진교","1018G05","1","2021","08","1회차     ","28.8","7.8","8.0","157","정상"
"성산대교","1018G10","2","2021","08","3회차     ","","","","1571","정상"
"성수대교","1018G06","2","2021","08","4회차     ","","","","3369","정상"
"한남대교","1018G07","2","2021","08","4회차     ","","","","2700","정상"
"한강대교","1018G08","2","2021","08","4회차     ","","","","3116","정상"
"마포대교","1018G09","2","2021","08","4회차     ","","","","1303","정상"
"성산대교","1018G10","2","2021","08","4회차     ","","","","1257","정상"
"미사대교","1018G01","1","2021","08","2회차     ","27.5","7.7","7.4","343","정상"
"강동대교","1018G02","1","2021","08","2회차     ","28.0","7.7","7.5","63","정상"
"광진교","1018G05","1","2021","08","2회차     ","28.3","7.9","7.6","43","정상"
"잠실철교","1018G04","1","2021","08","2회차     ","28.5","8.0","7.7","120","정상"
"미사대교","1018G01","1","2021","08","3회차     ","27.3","8.4","8.4","1865","정상"
"강동대교","1018G02","1","2021","08","3회차     ","27.5","8.3","8.1","1515","정상"
"광진교","1018G05","1","2021","08","3회차     ","28.2","8.7","8.6","2522","정상"
"잠실철교","1018G04","1","2021","08","3회차     ","27.8","8.6","8.6","2285","정상"
"미사대교","1018G01","1","2021","08","4회차     ","25.5","7.7","8.5","6094","정상"
"성산대교","1018G10","2","2021","07","2회차     ","","","","0","정상"
"성산대교","1018G10","2","2021","07","4회차     ","","","","0","정상"
"성수대교","1018G06","2","2021","07","5회차     ","","","","0","정상"
"한남대교","1018G07","2","2021","07","5회차     ","","","","0","정상"
"한강대교","1018G08","2","2021","07","5회차     ","","","","80","정상"
"마포대교","1018G09","2","2021","07","5회차     ","","","","89","정상"
"성산대교","1018G10","2","2021","07","5회차     ","","","","0","정상"
"미사대교","1018G01","1","2021","07","4회차     ","26.9","7.5","7.8","0","정상"
"잠실철교","1018G04","1","2021","07","3회차     ","23.8","7.5","8.3","0","정상"
"광진교","1018G05","1","2021","07","3회차     ","24.4","7.6","8.1","0","정상"
"강동대교","1018G02","1","2021","07","3회차     ","24.0","7.6","8.2","0","정상"
"미사대교","1018G01","1","2021","07","3회차     ","24.5","7.6","6.9","0","정상"
"잠실철교","1018G04","1","2021","07","1회차     ","22.7","8.1","9.2","0","정상"
"광진교","1018G05","1","2021","07","1회차     ","22.4","8.0","9.1","0","정상"
"강동대교","1018G02","1","2021","07","1회차     ","22.7","8.0","8.9","0","정상"
"미사대교","1018G01","1","2021","07","1회차     ","22.3","7.9","9.2","0","정상"
"잠실철교","1018G04","2","2021","07","4회차     ","27.3","7.6","8.5","41","정상"
"한강대교","1018G08","2","2021","07","1회차     ","","","","0","정상"
"마포대교","1018G09","2","2021","07","1회차     ","","","","0","정상"
"잠실철교","1018G04","1","2021","07","2회차     ","22.6","6.5","8.5","0","정상"
"광진교","1018G05","1","2021","07","2회차     ","22.5","6.9","8.3","0","정상"
"강동대교","1018G02","1","2021","07","2회차     ","22.3","7.1","8.3","0","정상"
"미사대교","1018G01","1","2021","07","2회차     ","22.4","7.1","8.2","0","정상"
"성산대교","1018G10","2","2021","07","1회차     ","","","","0","정상"
"성수대교","1018G06","2","2021","07","2회차     ","","","","0","정상"
"광진교","1018G05","2","2021","07","4회차     ","27.3","7.7","8.6","0","정상"
"강동대교","1018G02","2","2021","07","4회차     ","27.6","7.6","8.2","0","정상"
"한남대교","1018G07","2","2021","07","2회차     ","","","","0","정상"
"성수대교","1018G06","2","2021","07","1회차     ","","","","0","정상"
"미사대교","1018G01","2","2021","07","4회차     ","26.9","7.5","7.8","0","정상"
"한남대교","1018G07","2","2021","07","1회차     ","","","","0","정상"
"한강대교","1018G08","2","2021","07","2회차     ","","","","0","정상"
"마포대교","1018G09","2","2021","07","2회차     ","","","","0","정상"
"한강대교","1018G08","2","2021","07","4회차     ","","","","0","정상"
"성수대교","1018G06","2","2021","07","3회차     ","","","","0","정상"
"한남대교","1018G07","2","2021","07","3회차     ","","","","0","정상"
"한강대교","1018G08","2","2021","07","3회차     ","","","","0","정상"
"마포대교","1018G09","2","2021","07","3회차     ","","","","0","정상"
"성산대교","1018G10","2","2021","07","3회차     ","","","","0","정상"
"성수대교","1018G06","2","2021","07","4회차     ","","","","0","정상"
"한남대교","1018G07","2","2021","07","4회차     ","","","","0","정상"
"잠실철교","1018G04","1","2021","07","5회차     ","29.2","7.8","8.3","41","정상"
"광진교","1018G05","1","2021","07","5회차     ","28.8","7.8","8.0","0","정상"
"강동대교","1018G02","1","2021","07","5회차     ","28.3","7.8","7.8","130","정상"
"광진교","1018G05","1","2021","07","4회차     ","27.3","7.7","8.6","0","정상"
"강동대교","1018G02","1","2021","07","4회차     ","27.6","7.6","8.2","0","정상"
"미사대교","1018G01","1","2021","07","5회차     ","28.5","7.8","7.9","0","정상"
"잠실철교","1018G04","1","2021","07","4회차     ","27.3","7.6","8.5","41","정상"
"마포대교","1018G09","2","2021","07","4회차     ","","","","0","정상"
"마포대교","1018G09","2","2021","06","2회차     ","","","","0","정상"
"한강대교","1018G08","2","2021","06","2회차     ","","","","0","정상"
"한남대교","1018G07","2","2021","06","2회차     ","","","","0","정상"
"성수대교","1018G06","2","2021","06","2회차     ","","","","0","정상"
"성산대교","1018G10","2","2021","06","1회차     ","","","","0","정상"
"한남대교","1018G07","2","2021","06","3회차     ","","","","0","정상"
"성수대교","1018G06","2","2021","06","3회차     ","","","","0","정상"
"잠실철교","1018G04","1","2021","06","3회차     ","22.9","8.2","6.3","0","정상"
"광진교","1018G05","1","2021","06","3회차     ","22.6","8.3","6.4","0","정상"
"강동대교","1018G02","1","2021","06","3회차     ","22.1","8.2","7.9","0","정상"
"미사대교","1018G01","1","2021","06","3회차     ","21.2","7.9","7.1","0","정상"
"잠실철교","1018G04","1","2021","06","2회차     ","19.4","7.9","6.9","0","정상"
"광진교","1018G05","1","2021","06","2회차     ","19.4","8.0","6.9","0","정상"
"강동대교","1018G02","1","2021","06","2회차     ","19.4","7.9","6.9","0","정상"
"미사대교","1018G01","1","2021","06","2회차     ","18.9","7.7","6.8","0","정상"
"잠실철교","1018G04","1","2021","06","1회차     ","18.2","7.7","7.1","0","정상"
"한강대교","1018G08","2","2021","06","3회차     ","","","","0","정상"
"마포대교","1018G09","2","2021","06","3회차     ","","","","0","정상"
"성산대교","1018G10","2","2021","06","3회차     ","","","","0","정상"
"성수대교","1018G06","2","2021","06","4회차     ","","","","0","정상"
"광진교","1018G05","1","2021","06","1회차     ","18.3","7.8","7.0","0","정상"
"한남대교","1018G07","2","2021","06","4회차     ","","","","0","정상"
"한강대교","1018G08","2","2021","06","4회차     ","","","","0","정상"
"마포대교","1018G09","2","2021","06","4회차     ","","","","0","정상"
"성산대교","1018G10","2","2021","06","4회차     ","","","","0","정상"
"강동대교","1018G02","1","2021","06","1회차     ","17.5","7.7","7.1","0","정상"
"미사대교","1018G01","1","2021","06","1회차     ","17.4","7.6","6.4","0","정상"
"성산대교","1018G10","2","2021","06","2회차     ","","","","0","정상"
"잠실철교","1018G04","1","2021","06","4회차     ","23.4","8.2","8.8","0","정상"
"광진교","1018G05","1","2021","06","4회차     ","23.0","8.1","8.9","0","정상"
"강동대교","1018G02","1","2021","06","4회차     ","22.4","8.0","8.8","0","정상"
"미사대교","1018G01","1","2021","06","4회차     ","22.3","7.8","8.5","0","정상"
"성수대교","1018G06","2","2021","06","1회차     ","","","","0","정상"
"한남대교","1018G07","2","2021","06","1회차     ","","","","0","정상"
"한강대교","1018G08","2","2021","06","1회차     ","","","","0","정상"
"마포대교","1018G09","2","2021","06","1회차     ","","","","0","정상"
"마포대교","1018G09","2","2021","05","3회차     ","","","","0","정상"
"성산대교","1018G10","2","2021","05","3회차     ","","","","0","정상"
"성수대교","1018G06","2","2021","05","4회차     ","","","","0","정상"
"한남대교","1018G07","2","2021","05","4회차     ","","","","0","정상"
"한강대교","1018G08","2","2021","05","4회차     ","","","","0","정상"
"마포대교","1018G09","2","2021","05","4회차     ","","","","0","정상"
"성산대교","1018G10","2","2021","05","4회차     ","","","","0","정상"
"잠실철교","1018G04","1","2021","05","2회차     ","15.6","7.8","11.5","0","정상"
"잠실철교","1018G04","1","2021","05","1회차     ","16.3","7.9","11.9","0","정상"
"강동대교","1018G02","2","2021","05","2회차     ","15.5","8.0","12.9","0","정상"
"성산대교","1018G10","2","2021","05","1회차     ","","","","0","정상"
"한강대교","1018G08","2","2021","05","1회차     ","","","","0","정상"
"한남대교","1018G07","2","2021","05","1회차     ","","","","0","정상"
"성수대교","1018G06","2","2021","05","1회차     ","","","","0","정상"
"미사대교","1018G01","1","2021","05","1회차     ","16.2","7.8","11.6","0","정상"
"미사대교","1018G01","1","2021","05","4회차     ","18.0","7.6","8.8","0","정상"
"마포대교","1018G09","2","2021","05","1회차     ","","","","0","정상"
"광진교","1018G05","2","2021","05","2회차     ","15.4","7.9","11.4","0","정상"
"잠실철교","1018G04","2","2021","05","2회차     ","15.6","7.8","11.5","0","정상"
"한남대교","1018G07","2","2021","05","3회차     ","","","","0","정상"
"강동대교","1018G02","1","2021","05","1회차     ","16.0","7.9","11.5","0","정상"
"미사대교","1018G01","2","2021","05","2회차     ","15.6","8.0","12.4","0","정상"
"한강대교","1018G08","2","2021","05","3회차     ","","","","0","정상"
"광진교","1018G05","1","2021","05","1회차     ","16.0","7.9","11.7","0","정상"
"잠실철교","1018G04","1","2021","05","4회차     ","18.7","8.0","8.9","0","정상"
"광진교","1018G05","1","2021","05","4회차     ","18.4","8.2","8.9","0","정상"
"강동대교","1018G02","1","2021","05","4회차     ","18.4","7.9","8.9","0","정상"
"광진교","1018G05","1","2021","05","2회차     ","15.4","7.9","11.4","0","정상"
"강동대교","1018G02","1","2021","05","2회차     ","15.5","8.0","12.9","0","정상"
"미사대교","1018G01","1","2021","05","2회차     ","15.6","8.0","12.4","0","정상"
"성수대교","1018G06","2","2021","05","3회차     ","","","","0","정상"
"한강대교","1018G08","2","2021","04","3회차     ","","","","0","정상"
"강동대교","1018G02","1","2021","04","3회차     ","15.3","9.1","9.6","0","정상"
"미사대교","1018G01","1","2021","04","3회차     ","17.4","9.1","9.4","0","정상"
"잠실철교","1018G04","1","2021","04","3회차     ","15.6","9.0","9.2","0","정상"
"광진교","1018G05","1","2021","04","3회차     ","15.2","9.1","9.2","0","정상"
"성수대교","1018G06","2","2021","04","1회차     ","","","","0","정상"
"성산대교","1018G10","2","2021","04","3회차     ","","","","0","정상"
"마포대교","1018G09","2","2021","04","3회차     ","","","","0","정상"
"한남대교","1018G07","2","2021","04","3회차     ","","","","0","정상"
"한남대교","1018G07","2","2021","04","2회차     ","","","","0","정상"
"성수대교","1018G06","2","2021","04","2회차     ","","","","0","정상"
"잠실철교","1018G04","2","2021","04","3회차     ","15.6","9.0","9.2","0","정상"
"광진교","1018G05","2","2021","04","3회차     ","15.2","9.1","9.2","0","정상"
"강동대교","1018G02","2","2021","04","3회차     ","15.3","9.1","9.6","0","정상"
"미사대교","1018G01","2","2021","04","3회차     ","17.4","9.1","9.4","0","정상"
"성수대교","1018G06","2","2021","04","3회차     ","","","","0","정상"
"성산대교","1018G10","2","2021","04","2회차     ","","","","0","정상"
"마포대교","1018G09","2","2021","04","2회차     ","","","","0","정상"
"한강대교","1018G08","2","2021","04","2회차     ","","","","0","정상"
"성산대교","1018G10","2","2021","04","1회차     ","","","","0","정상"
"마포대교","1018G09","2","2021","04","1회차     ","","","","0","정상"
"한강대교","1018G08","2","2021","04","1회차     ","","","","0","정상"
"한남대교","1018G07","2","2021","04","1회차     ","","","","0","정상"
"성산대교","1018G10","2","2021","04","5회차     ","","","","0","정상"
"마포대교","1018G09","2","2021","04","5회차     ","","","","0","정상"
"한강대교","1018G08","2","2021","04","5회차     ","","","","0","정상"
"한남대교","1018G07","2","2021","04","5회차     ","","","","0","정상"
"성수대교","1018G06","2","2021","04","5회차     ","","","","0","정상"
"성산대교","1018G10","2","2021","04","4회차     ","","","","0","정상"
"마포대교","1018G09","2","2021","04","4회차     ","","","","0","정상"
"한강대교","1018G08","2","2021","04","4회차     ","","","","0","정상"
"한남대교","1018G07","2","2021","04","4회차     ","","","","0","정상"
